Codigo,Estacion,Municipio,Departamento,Latitud,Longitud,Elevacion,Entidad,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,Promedio_Anual,Anos_Info,Fecha_Inicio,Fecha_Final,Annual_Average
21206920, Villa Teresa,Bogotá,Cundinamarca,4.35,-74.15,3624,IDEAM (aut.),4.6458,4.3344,3.78,3.3922,3.6903,3.8383,3.9453,3.8242,4.0162,3.8452,3.7246,4.2109,"3,9373",14,Mai 07,Okt 22,3.9373
21205480,La Iberia,Chocontá,Cundinamarca,5.03,-73.72,2760,IDEAM (conv.),4.7264,4.2356,4.7869,3.9868,3.8856,3.8146,3.4797,3.339,4.0263,4.5171,4.345,4.2322,"4,1146",6,Jan 80,Dez 90,4.1146
21205410,Represa del Neusa,Cogua,Cundinamarca,5.15,-73.98,3100,IDEAM (conv.),4.6264,4.0472,4.2543,3.7763,3.6332,3.5251,3.7007,4.1542,4.2543,3.967,4.0368,4.3333,"4,0257",7,Jan 80,Dez 90,4.0257
21205160,La Ramada,Funza,Cundinamarca,4.72,-74.18,2545,IDEAM (conv.),4.3765,3.9307,4.4081,4.0363,4.2498,4.1524,4.4457,4.6181,4.6392,4.5853,4.5207,4.7436,"4,3922",3,Jan 83,Dez 90,4.3922
21235030,Universidad de Cundinamarca,Girardot,Cundinamarca,4.31,-74.81,309,IDEAM (aut.),4.9583,5.1395,4.8752,4.8487,5.0168,4.99,5.5793,5.6798,5.7358,5.428,4.9347,5.043,"5,1858",6,Jan 14,Okt 22,5.1858
21206980,Santa Cruz de Siecha,Guasca,Cundinamarca,4.78,-73.87,3100,IDEAM (aut.),4.204,4.1933,3.6841,3.4714,3.5956,3.7111,3.7834,3.6228,3.593,3.6734,3.6687,4.1343,"3,7779",15,Apr 05,Okt 22,3.7779
21206990,Tibaitatá,Mosquera,Cundinamarca,4.69,-74.21,2543,IDEAM (aut.),4.7532,4.7825,4.1333,3.884,3.6209,3.8386,3.8946,4.1176,4.202,4.0483,3.975,4.3238,"4,1312",17,Feb 05,Okt 22,4.1312
21206790,Hacienda Santa Ana,Nemocón,Cundinamarca,5.09,-73.88,2572,IDEAM (aut.),4.8524,4.7555,4.0505,3.8593,3.9434,4.0294,4.132,4.0066,3.9141,4.1767,4.2776,4.7631,"4,2301",15,Mrz 05,Okt 22,4.2301
21195190,Pasca,Pasca,Cundinamarca,4.31,-74.31,2256,IDEAM (aut.),4.3803,4.0832,3.7729,3.8595,3.7793,3.8235,3.8449,3.9253,4.1258,3.9387,3.6784,4.0549,"3,9389",12,Jul 08,Okt 22,3.9389
23035020,Aeropuerto Palanquero,Puerto Salgar,Cundinamarca,5.47,-74.65,172,IDEAM (conv.),4.9334,4.8939,4.5357,5.2998,5.9778,5.8604,5.5336,5.9383,5.3859,5.5033,5.4324,5.5824,"5,4064",2,Jan 83,Dez 85,5.4064
23065190,Quebrada Negra,Quebrada Negra,Cundinamarca,5.14,-74.48,1107,IDEAM (aut.),4.6623,4.8279,4.6554,4.5264,4.4847,4.6116,4.76,4.4241,4.8066,4.7661,4.6473,4.6282,"4,6501",8,Apr 05,Jan 16,4.6501
23125170,San Cayetano,San Cayetano,Cundinamarca,5.33,-74.02,2807,IDEAM (aut.),3.2869,3.0144,2.8886,3.0384,3.2667,3.4723,3.6399,3.4521,3.5346,3.1136,2.8434,3.4172,"3,2474",8,Feb 05,Sep 16,3.2473
21205610,Muña,Sibaté,Cundinamarca,4.55,-74.25,2565,IDEAM (conv.),4.4194,4.588,4.4555,3.9658,4.1193,4.288,4.5962,4.5508,4.5055,3.9007,4.0089,4.0682,"4,2889",7,Mrz 80,Dez 90,4.2889
24015130,Simijaca,Simijaca,Cundinamarca,5.5,-73.85,2572,IDEAM (conv.),5.0742,5.4394,5.8243,4.9951,5.0021,4.6508,5.3824,5.3649,4.9486,4.4834,4.8171,4.9904,"5,0811",3,Jan 85,Dez 90,5.0811
21205570,La Primavera,Subachoque,Cundinamarca,4.85,-74.22,2590,IDEAM (conv.),4.6834,4.5485,4.9521,4.2019,4.1147,4.1845,4.3601,4.2403,4.5055,4.2973,4.6148,4.3927,"4,4246",8,Jan 80,Dez 90,4.4247
21205650,Tabio,Tabio,Cundinamarca,4.77,-73.93,2620,IDEAM (conv.),4.6776,3.7774,3.8053,3.3076,3.4041,3.6658,3.5006,3.6762,3.5599,3.7716,4.2647,3.9484,"3,7799",6,Jan 80,Dez 90,3.7799
24015110,La Boyera,Villa de San Diego de Ubaté,Cundinamarca,5.3,-73.85,2610,IDEAM (aut.),4.8043,4.8083,4.2583,3.9747,3.9096,4.0038,4.0119,4.1801,4.3416,4.1952,4.0605,4.5376,"4,2571",15,Aug 05,Okt 22,4.2572
24015190,Novilleros,Villa de San Diego de Ubaté,Cundinamarca,5.33,-73.78,2550,IDEAM (conv.),4.5659,4.4531,4.7171,4.1705,3.9705,3.796,4.0077,4.2124,4.3229,4.324,4.003,4.2159,"4,2299",8,Jan 80,Dez 90,4.2299
23065180,Villeta,Villeta,Cundinamarca,5.02,-74.47,878,IDEAM (aut.),4.814,4.6646,4.5489,4.5311,4.4693,4.2499,4.414,4.4856,4.624,4.8242,4.8991,4.8868,"4,6176",15,Mai 05,Okt 22,4.6176
31095030,Puerto Inírida,Puerto Inirida,Guainia,3.87,-67.92,100,SUTRON,4.508,4.3327,3.9473,4.146,3.6413,3.8497,3.5306,3.8581,4.2893,4.1475,4.1537,4.2456,"4,0541",4,Feb 97,Sep 02,4.0541
21115180,Hacienda Manila,Baraya,Huila,3.13,-75.08,600,IDEAM (aut.),5.4855,5.2525,4.8814,5.0645,5.1545,4.934,5.0632,4.9293,5.2272,5.1452,5.1315,5.2449,"5,1261",6,Jul 05,Okt 16,5.1261
21105060,Hidrobetania,Campoalegre,Huila,2.71,-75.42,500,IDEAM (conv.),4.4627,4.4314,4.1888,4.0683,4.3204,4.5341,4.4541,4.3711,4.8257,4.4918,4.7125,4.3873,"4,4373",4,Apr 90,Feb 97,4.4373
21115170,La Plata,Neiva (rural),Huila,2.76,-75.07,2101,IDEAM (aut.),4.297,3.8932,3.5787,3.6193,3.7383,3.7506,3.769,3.7638,4.1328,3.8789,3.8308,3.8345,"3,8406",9,Jul 05,Sep 16,3.8406
21115020,Aeropuerto Benito Salas,Neiva,Huila,2.95,-75.29,439,IDEAM (conv.),4.836,4.7004,4.6012,4.6146,4.5462,4.5501,4.5097,4.6566,4.7851,4.7823,4.5511,4.618,"4,6459",13,Mrz 90,Aug 03,4.6459
21015070,Los Guacharos,Palestina,Huila,1.68,-76.11,1590,IDEAM (aut.),3.7442,3.3853,2.9885,3.3234,3.2542,3.2356,3.2976,3.286,3.8945,3.428,3.3332,3.3908,"3,3801",7,Jun 06,Okt 16,3.3801
21015060,Marengo,Pitalito,Huila,2.22,-76.12,1550,IDEAM (aut.),4.6329,4.1894,3.8525,4.2916,4.198,3.9021,3.7195,3.8249,4.475,4.2549,4.217,4.3381,"4,158",6,Okt 08,Sep 16,4.158
21015040,La Primavera,Salado Blanco,Huila,2.02,-76.11,1919,IDEAM (aut.),4.0872,3.736,3.6253,4.0611,4.1929,3.8983,3.7703,4.0148,4.4861,4.0718,3.4738,3.3914,"3,9007",8,Jul 05,Aug 16,3.9008
21015030,Parque Arqueológico,San Agustin,Huila,1.89,-76.29,1800,IDEAM (conv.),4.7169,4.6575,4.3111,4.4687,4.6023,4.3842,4.1368,4.2287,4.8949,4.8291,4.7779,4.8266,"4,5696",13,Mai 90,Aug 03,4.5696
21015050,Puracé,San Agustin,Huila,1.93,-76.43,1900,IDEAM (aut.),4.1736,4.5394,3.9814,3.9408,4.0737,3.6162,3.0582,3.5316,4.0549,4.3531,4.4371,4.5061,"4,0222",4,Nov 16,Nov 21,4.0222
15065501,La Mina,Albania,La Guajira,11.14,-72.62,80,IDEAM (conv.),5.0916,4.717,5.1054,5.019,5.0302,5.1889,5.3096,5.5274,5.0764,5.0379,4.7756,4.4989,"5,0315",7,Apr 89,Dez 00,5.0315
15065501,La Mina,Albania,La Guajira,11.14,-72.62,80,IDEAM (aut.),5.0735,5.4018,5.2534,5.0692,4.9575,5.1291,5.4569,4.9015,4.7916,4.926,4.8133,5.0135,"5,0656",5,Mai 18,Okt 22,5.0656
15065180,Aeropuerto Almirante Padilla,Riohacha,La Guajira,11.53,-72.92,4,IDEAM (aut.),4.6349,5.2428,5.4392,5.2612,5.4122,5.9442,6.1373,5.9938,5.6311,4.9628,4.5194,4.627,"5,3172",7,Dez 14,Okt 22,5.3172
15075150,Granja Paici,Uribia,La Guajira,11.59,-72.33,45,IDEAM (aut.),5.4813,5.9597,5.4091,5.8592,5.5374,6.1628,6.183,6.01,5.6864,4.9907,4.944,4.9854,"5,6008",12,Apr 05,Dez 19,5.6007
15085020,Nazareth,Uribia,La Guajira,12.18,-71.28,85,IDEAM (conv.),4.868,4.7638,5.3658,5.0236,4.8802,6.076,5.6448,5.511,5.0752,4.5594,4.3891,4.2607,"5,0348",3,Dez 86,Sep 94,5.0348
15075501,Puerto Bolivar (Aeropuerto),Uribia,La Guajira,12.22,-71.98,10,IDEAM (aut.),5.1921,5.6386,5.8096,5.6512,5.78,6.0385,6.2297,6.2275,5.9576,5.1367,5.0272,5.0108,"5,6416",3,Nov 17,Okt 22,5.6416
15085050,Toromana,Uribía,La Guajira,12.08,-71.21,144,IDEAM (aut.),5.1313,5.4601,5.8165,5.3586,5.7779,6.0142,6.369,5.7884,5.8747,4.8901,4.8045,4.8444,"5,5108",4,Mai 17,Mrz 22,5.5108
29065130,La Gran Via,Aracataca,Magdalena,10.85,-74.13,30,IDEAM (aut.),5.2207,5.421,5.2998,5.3393,5.3623,5.1224,5.148,4.9944,4.8855,4.6077,4.5752,4.9191,"5,0746",9,Okt 08,Feb 17,5.0746
29065120,Batallón No. 6,Fundación ,Magdalena,10.47,-73.93,1280,IDEAM (aut.),4.4235,4.9985,4.5985,3.7112,3.2821,3.723,3.8347,3.6714,3.9196,3.6681,3.6041,3.9547,"3,9491",6,Sep 13,Jan 22,3.9491
15015120,Universidad Tecnológica de Magdalena,Santa Marta,Magdalena,11.22,-74.19,7,IDEAM (aut.),5.9277,6.2736,6.0815,6.0793,5.8723,5.7366,5.6891,5.3681,5.4923,4.8857,4.803,5.4385,"5,6373",8,Sep 07,Feb 17,5.6373
29065030,Prado Sevilla,Zona Bananera,Magdalena,10.76,-74.15,18,IDEAM (conv.),5.3731,5.5632,5.6987,5.694,5.3497,5.3953,5.5549,5.4347,5.1095,5.1669,5.0251,5.4088,"5,3978",6,Jan 90,Sep 99,5.3978
32075040,La Holanda,Granada,Meta,3.52,-73.72,360,IDEAM (conv.),4.8505,4.4339,4.0209,3.8124,3.9012,3.9056,3.8956,3.9455,4.4588,4.332,4.5123,4.3603,"4,2024",3,Feb 00,Nov 02,4.2024
35185010,La Palomera,Puerto Lopez,Meta,4.26,-72.56,188,IDEAM (aut.),5.0189,5.1362,4.5061,4.2383,4.0739,3.8984,3.8858,4.3453,4.6495,4.6641,4.7059,4.9706,"4,5078",11,Sep 05,Okt 22,4.5077
35035110,Salinas de Upin,Restrepo,Meta,4.27,-73.59,690,IDEAM (aut.),3.0266,2.9004,2.6637,2.7017,2.5491,2.4186,2.4238,2.9508,3.6115,3.2485,2.836,2.9481,"2,8566",14,Jul 08,Okt 22,2.8566
35035020,Aeropuerto Vanguardia,Villavicencio,Meta,4.16,-73.62,422,IDEAM (conv.),4.7849,4.5124,4.3371,4.5658,4.6992,4.6395,4.5429,4.9932,5.3178,5.2861,4.7364,4.58,"4,7496",10,Jan 90,Mai 01,4.7496
35035100,ICA Villavicencio,Villavicencio,Meta,4.14,-73.63,444,IDEAM (aut.),5.2076,4.7416,4.376,4.4067,4.4222,4.2427,4.3582,4.5853,5.2648,5.102,4.8392,4.9056,"4,7043",10,Mrz 07,Sep 16,4.7043
35025110,La Libertad,Villavicencio,Meta,4.06,-73.47,336,IDEAM (aut.),5.1484,5.3093,4.8744,4.7898,4.9713,4.4744,4.4905,4.9132,5.4088,4.9867,4.7718,5.0083,"4,9289",6,Mai 11,Jun 18,4.9289
52055230,Aeropuerto San Luis,Aldana,Nariño,0.86,-77.68,2961,IDEAM (conv.),4.236,3.9509,3.9026,3.9809,4.1615,4.3377,4.3019,4.0589,4.2036,4.2301,3.997,4.0035,"4,1137",5,Jan 85,Jul 03,4.1137
52055170,La Josefina,Contadero,Nariño,0.93,-77.49,2450,IDEAM (aut.),4.1367,4.3311,4.1214,4.4022,4.3864,4.5116,4.5228,4.1429,4.4448,4.5413,4.3542,4.1228,"4,3348",5,Nov 16,Okt 22,4.3348
52055210,Botana,Pasto,Nariño,1.16,-77.28,2820,IDEAM (aut.),3.8755,3.552,3.4782,3.6879,3.6781,3.711,3.8944,4.0,4.1335,3.8433,3.7737,3.4832,"3,7592",11,Mai 05,Okt 16,3.7592
52045010,Obonuco,Pasto,Nariño,1.2,-77.3,2710,IDEAM (conv.),3.7106,3.4179,3.5638,3.5747,3.4974,3.3021,3.5761,3.5559,3.5309,3.5448,3.4755,3.4733,"3,5186",5,Sep 89,Dez 93,3.5186
52045080,Uninariño,Pasto,Nariño,1.23,-77.28,2626,IDEAM (aut.),4.4377,4.3932,4.1941,4.3833,4.2422,4.3321,4.2218,4.2954,4.4133,4.5324,4.5379,4.4294,"4,3677",5,Nov 16,Okt 22,4.3677
52055150,Cerro Paramo-Puerres,Puerres,Nariño,0.84,-77.39,3585,IDEAM (aut.),2.6207,2.5371,2.3898,2.5644,2.4989,1.8714,1.8509,1.8494,2.1985,2.9456,3.0782,2.8141,"2,4349",10,Dez 05,Okt 16,2.4349
52035040,Viento Libre ,Taminango,Nariño,1.62,-77.34,1400,IDEAM (aut.),4.979,4.5149,4.6387,4.6974,4.5985,4.8119,4.8676,5.0993,5.15,4.8623,4.837,4.743,"4,8166",9,Nov 05,Okt 16,4.8166
52055220,El Paraíso,Tuquerres,Nariño,1.07,-77.64,3120,IDEAM (aut.),3.7442,3.6347,3.2942,3.6985,3.7324,3.7471,3.8499,3.9667,3.9715,3.7824,3.6203,3.7385,"3,7317",5,Jan 06,Okt 16,3.7317
16055040,Abrego,Abrego,Norte de Santander,8.09,-73.22,1430,IDEAM (conv.),4.9109,4.8049,4.8391,4.5827,4.5156,4.8417,4.8858,4.7194,4.7233,4.7208,4.5105,4.7092,"4,7303",7,Feb 89,Mai 02,4.7303
16015501,Apto Camilo Daza,Cúcuta,Norte de Santander,7.93,-72.51,313,IDEAM (aut.),4.4474,4.5784,4.3841,4.8234,5.2199,4.9924,5.2258,5.732,5.4849,5.0018,4.6222,4.4379,"4,9125",8,Okt 15,Okt 22,4.9125
16025040,Cinera Villa Olga,Cúcuta,Norte de Santander,8.17,-72.47,100,IDEAM (conv.),4.1854,4.7075,5.0867,4.8779,5.3211,5.7281,5.7418,6.0067,6.1414,5.4479,5.0054,4.6044,"5,2378",4,Jan 87,Aug 05,5.2379
16015110,Universidad Francisco de Paula Santander,Cucuta,Norte de Santander,7.9,-72.49,311,IDEAM (aut.),5.023,5.1414,4.7114,4.9727,5.4533,5.3236,5.4314,5.7198,6.1554,5.5742,5.2297,4.8777,"5,3011",10,Jan 06,Dez 15,5.3011
16015130,Alcaldía de Herrán,Herrán,Norte de Santander,7.51,-72.49,2040,IDEAM (aut.),4.1115,4.187,3.7121,3.3077,3.5355,3.8053,3.9693,4.0917,4.1553,3.7225,3.4655,3.6596,"3,8103",6,Nov 06,Apr 17,3.8102
16055120,Aguas de la Virgen,Ocaña,Norte de Santander,8.23,-73.4,1700,IDEAM (aut.),4.1635,4.2427,3.7744,3.4677,3.959,4.0638,4.3471,4.3703,4.4315,3.8013,3.3826,3.9865,"3,9992",5,Jun 17,Okt 22,3.9992
16015120,Unipamplona,Pamplona,Norte de Santander,7.36,-72.67,2362,IDEAM (aut.),4.3994,4.2601,3.7306,3.5367,3.6553,3.6418,3.865,4.2535,4.3478,4.0829,3.8731,4.3861,"4,0027",10,Okt 09,Okt 22,4.0027
16025030,Salazar,Salazar,Norte de santander,7.77,-72.83,860,IDEAM (conv.),4.6675,4.557,4.2924,4.5499,5.0615,5.0328,5.3411,5.5156,5.4707,5.0369,4.8019,4.4973,"4,9021",7,Jan 91,Jul 01,4.9021
44015060,Acueducto Mocoa,Mocoa,Putumayo,1.16,-76.65,650,IDEAM (aut.),3.5011,2.9703,2.9388,3.1275,2.872,2.6177,2.7153,3.2803,3.7584,3.9056,3.7214,3.4639,"3,2394",6,Jan 11,Okt 16,3.2394
44015070,El Pepino,Mocoa,Putumayo,1.08,-76.67,760,IDEAM (aut.),3.6222,3.4763,3.1577,3.5355,3.3212,2.8628,3.1243,3.1816,3.7444,3.9743,3.8948,3.8039,"3,4749",8,Aug 05,Okt 16,3.4749
26125290,Armenia,Armenia,Quindío,4.53,-75.69,1485,IDEAM (aut.),4.1442,4.1336,4.057,3.9092,3.7248,3.8892,4.3581,4.399,4.5221,4.0034,3.9998,3.8049,"4,0788",10,Feb 06,Okt 16,4.0788
26125061,Apto. El Edén,Armenia,Quindío,4.45,-75.77,1229,IDEAM (aut.),5.3269,5.1096,4.9676,4.7571,4.5654,4.5443,4.944,5.391,5.1664,4.979,4.2009,4.3189,"4,8559",5,Jul 16,Okt 22,4.8559
